uri,title,isco_code,description,num_essential_skills,num_optional_skills
http://data.europa.eu/esco/isco/C0,Armed forces occupations,,"Armed forces occupations include all jobs held by members of the armed forces.  Members of the armed forces are those personnel who are currently serving in the armed forces, including auxiliary services, whether on a voluntary or compulsory basis, and who are not free to accept civilian employment and are subject to military discipline. Included are regular members of the army, navy, air force and other military services, as well as conscripts enrolled for military training or other service for a specified period.
Occupations in this major group are classified into the following sub-major groups:
01  Commissioned Armed Forces Officers
02  Non-commissioned Armed Forces Officers
03  Armed Forces Occupations, Other Ranks
Excluded from this group are: 
 -  jobs held by persons in civilian employment of government establishments concerned with defence issues;
 -  police (other than military police);
 -  customs inspectors and members of border or other armed civilian services.
Notes
Many jobs performed by members of the armed forces are similar, in terms of the nature of the work performed, to civilian occupations such as medical doctors, radio operators, cooks, secretaries and heavy truck drivers.  Conceptually, it may be appropriate, therefore, to classify such jobs in the armed forces with similar civilian jobs.  This approach is adopted in several national occupation classifications.  Typically such classifications also identify a number of military-specific occupational groups.  In many countries, however, it is not possible to produce information about the nature of the work performed by members of the armed forces.  In adapting ISCO-08 for national purposes countries may wish, therefore, to consider what approach best suits their circumstances and user needs.  For purposes of international comparability, however, where data pertaining to members of the armed forces are reported and classified by occupation, they should be included, where possible, in ISCO-08 Major Group 0: Armed Forces Occupations.
",0,0
http://data.europa.eu/esco/isco/C264,"Authors, journalists and linguists",,"Authors, journalists and linguists conceive and create literary works; interpret and communicate news and public affairs through the media; and translate or interpret from one language into another.
Tasks performed usually include: writing literary works; appraising merits of literary and other works of art; collecting information about current affairs and writing about them; researching, investigating, interpreting and communicating news and public affairs through newspapers, television, radio and other media; translating written material from one language to another; simultaneously translating from one language to another.
Occupations in this minor group are classified into the following unit groups:
2641 Authors and Related Writers 
2642 Journalists
2643 Translators, Interpreters and Other Linguists
",0,0
http://data.europa.eu/esco/isco/C2523,Computer network professionals,,"Computer network professionals research, analyse, design, test and recommend strategies for network architecture and development.  They implement, manage, maintain and configure network hardware and software, and monitor, troubleshoot and optimize performance.
Tasks include -
(a)  analysing, developing, interpreting and evaluating complex system design and architecture specifications, data models and diagrams in the development, configuration and integration of computer systems;
(b)  researching, analysing, evaluating and monitoring network infrastructure to ensure that networks are configured to operate at optimal performance;
(c)  assessing and recommending improvements to network operations and integrated hardware, software, communications and operating systems;
(d)  providing specialist skills in supporting and troubleshooting network problems and emergencies;
(e)  installing, configuring, testing, maintaining and administering new and upgraded networks, software database applications, servers and workstations;
(f)  preparing and maintaining procedures and documentation for network inventory, and recording diagnosis and resolution of network faults, enhancements and modifications to networks and maintenance instructions;
(g)  monitoring network traffic and activity, capacity and usage to ensure continued integrity and optimal network performance.
Examples of the occupations classified here:
-  Communications analyst (computers)
-  Network analyst
Some related occupations classified elsewhere:
- Systems analysts - 2511
- Network administrator - 2522
",0,0
http://data.europa.eu/esco/isco/C7,Craft and related trades workers,,"Craft and related trades workers apply specific technical and practical knowledge and skills to construct and maintain buildings; form metal; erect metal structures; set machine tools or make, fit, maintain and repair machinery, equipment or tools; carry out printing work; and produce or process foodstuffs, textiles, wooden, metal and other articles, including handicraft goods. Competent performance in most occupations in this major group requires skills at the second ISCO skill level.
The work is carried out by hand and by hand-powered and other tools which are used to reduce the amount of physical effort and time required for specific tasks, as well as to improve the quality of the products. The tasks call for an understanding of all stages of the production process, the materials and tools used, and the nature and purpose of the final product. 
Tasks performed by craft and related trades workers usually include: constructing, maintaining and repairing buildings and other structures; casting, welding and shaping metal; installing and erecting heavy metal structures, tackle and related equipment; making machinery, tools, equipment and other metal articles; setting for operators, or setting and operating various machine tools; fitting, maintaining and repairing industrial machinery, engines, vehicles, electrical and electronic instruments and other equipment; making precision instruments, jewellery, household and other precious metal articles, pottery, glass and related products; producing handicrafts; executing printing work; producing and processing foodstuffs and various articles made of wood, textiles, leather and related materials. Supervision of other workers may be included.  Self-employed craft and related trades workers, who operate their own businesses either independently or with assistance from a small number of others, may also perform a range of tasks associated with management of the business, account and record keeping and client service, although such tasks would not normally comprise the major component of the work.
Occupations in this major group are classified into the following sub-major groups:
71 Building and Related Trades Workers (excluding electricians)
72 Metal, Machinery and Related Trades Workers
73 Handicraft and Printing Workers
74 Electrical and Electronics Trades Workers
75 Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers
",0,0
http://data.europa.eu/esco/isco/C265,Creative and performing artists,,"Creative and performing artists communicate ideas, impressions and facts in a wide range of media to achieve particular effects; interpret a composition such as a musical score or a script to perform or direct the performance; and host the presentation of such performance and other media events.
Tasks performed usually include: conceiving and creating visual art forms; conceiving and writing original music; devising, directing, rehearsing and performing in music, dance, theatrical and film productions; assuming creative, financial and organizational responsibilities in the production of television programmes, films, and stage presentations; studying script, play or book and preparing and rehearsing interpretation; selecting and introducing music, videos and other entertainment material for broadcast and making commercial and public service announcements.
Occupations in this minor group are classified into the following unit groups:
2651 Visual Artists
2652 Musicians, Singers and Composers
2653 Dancers and Choreographers
2654 Film, Stage and Related Directors and Producers
2655 Actors
2656 Announcers on Radio, Television and Other Media
2659 Creative and Performing Artists Not Elsewhere Classified
",0,0
http://data.europa.eu/esco/isco/C2529,Database and network professionals not elsewhere classified,,"This unit group includes database and network professionals not classified elsewhere in Minor Group 252: Database and Network Professionals.  For instance, the group includes information and communications technology security specialists.
In such cases tasks would include -
(a)  developing plans to safeguard computer files against accidental or unauthorized modification, destruction or disclosure and to meet emergency data processing needs;
(b)  training users and promoting security awareness to ensure system security and to improve server and network efficiency;
(c)  conferring with users to discuss issues such as computer data access needs, security violations and programming changes; 
(d)  monitoring current reports of computer viruses to determine when to update virus protection systems;
(e)  modifying computer security files to incorporate new software, correct errors or change individual access status;
(f)  monitoring use of data files and regulate access to safeguard information in computer files;
(g)  performing risk assessments and executing tests of data processing system to ensure functioning of data processing activities and security measures;
(h)  encrypting data transmissions and erecting firewalls to conceal confidential information as it is being transmitted and to keep out tainted digital transfers.
Examples of the occupations classified here:
- Data miner
- Digital forensic specialist
- Security specialist (ICT)
",0,0
http://data.europa.eu/esco/isco/C2521,Database designers and administrators,,"Database designers and administrators design, develop, control, maintain and support the optimal performance and security of databases.
Tasks include -
(a)  designing and developing database architecture, data structures, tables, dictionaries and naming conventions for information systems projects;
(b)  designing, constructing, modifying, integrating, implementing and testing database management systems;
(c)  conducting research and providing advice on the selection, application and implementation of database management tools;
(d)  developing and implementing data administration policy, documentation, standards and models;
(e)  developing policies and procedures for database access and usage and for the backup and recovery of data;
(f)  performing the operational establishment and preventive maintenance of backups, recovery procedures, and enforcing security and integrity controls.
Examples of the occupations classified here:
- Data administrator 
- Database administrator 
- Database analyst
- Database architect
Some related occupations classified elsewhere:
- Network administrator - 2522
- Systems administrator (computers) - 2522
- Webmaster - 3514
- Website administrator - 3514
",0,0
http://data.europa.eu/esco/isco/C9,Elementary occupations,,"Elementary occupations involve the performance of simple and routine tasks which may require the use of hand-held tools and considerable physical effort. Most occupations in this major group require skills at the first ISCO skill level.
Tasks performed by workers in elementary occupations usually include:  cleaning, restocking supplies and performing basic maintenance in apartments, houses, kitchens, hotels, offices and other buildings; washing cars and windows; helping in kitchens and performing simple tasks in food preparation; delivering messages or goods; carrying luggage and handling baggage and freight;  stocking vending-machines or reading and emptying meters; collecting and sorting refuse; sweeping streets and similar places;  performing various simple farming, fishing, hunting or trapping tasks;  performing simple tasks connected with mining, construction and manufacturing including product-sorting; packing and unpacking produce by hand, and filling shelves; providing various street services; pedalling or hand-guiding vehicles to transport passengers and goods; driving animal-drawn vehicles or machinery.  Supervision of other workers may be included.
Occupations in this major group are classified into the following sub-major groups:
91 Cleaners and Helpers
92 Agricultural, Forestry and Fishery Labourers
93 Labourers in Mining, Construction, Manufacturing and Transport
94 Food Preparation Assistants
95 Street and Related Sales and Services Workers
96 Refuse Workers and Other Elementary Workers
",0,0
http://data.europa.eu/esco/isco/C241,Finance professionals,,"Finance professionals plan, develop, organize, administer, invest, manage and conduct quantitative analyses of either financial accounting systems or funds for individuals, establishments and public or private institutions.
Tasks performed usually include: preparing and organizing financial statements for an organization; reviewing financial materials of an organization; providing financial advice to individuals and organizations; preparing analytic reports concerning segments of the economy and the economy as a whole.
Occupations in this minor group are classified into the following unit groups:
2411 Accountants
2412 Financial and Investment Advisers
2413 Financial Analysts
",0,0
http://data.europa.eu/esco/isco/C261,Legal professionals,,"Legal professionals conduct research on legal problems, advise clients on legal aspects of problems, plead cases or conduct prosecutions in courts of law, preside over judicial proceedings in courts of law and draft laws and regulations.
Tasks performed usually include: giving clients legal advice, undertaking legal business on clients’ behalf and conducting litigation when necessary, or presiding over judicial proceedings and pronouncing judgement in courts of law. Supervision of other workers may be included.
Occupations in this minor group are classified into the following unit groups:
2611 Lawyers
2612 Judges
2619 Legal Professionals Not Elsewhere Classified
",0,0
http://data.europa.eu/esco/isco/C262,"Librarians, archivists and curators",,"Librarians, archivists and curators develop and maintain the collections of archives, libraries, museums, art galleries and similar establishments.
Tasks performed usually include: appraising or developing and organizing the contents of archives and artefacts of historical, cultural and artistic interest, and ensuring their safekeeping and preservation; organizing the collections of and exhibitions at museums, art galleries and similar establishments; developing and maintaining the systematic collection of recorded and published material and making it available to users in libraries and related institutions; preparing scholarly papers and reports; conducting research.
Occupations in this minor group are classified into the following unit groups:
2621 Archivists and Curators 
2622 Librarians and Related Information Professionals
",0,0
http://data.europa.eu/esco/isco/C1,Managers,,"Managers plan, direct, coordinate and evaluate the overall activities of enterprises, governments and other organizations, or of organizational units within them, and formulate and review their policies, laws, rules and regulations. Competent performance in most occupations in this major group requires skills at the fourth ISCO skill level, except for Sub-major Group 14: Hospitality, Retail and Other Services Managers, for which skills at the third ISCO skill level are generally required. 
Tasks performed by managers usually include: formulating and advising on the policy, budgets, laws and regulations of enterprises, governments and other organizational units; establishing objectives and standards and formulating and evaluating programmes and policies and procedures for their implementation; ensuring appropriate systems and procedures are developed and implemented to provide budgetary control; authorizing material, human and financial resources to implement policies and programmes; monitoring and evaluating performance of the organization or enterprise and of its staff; selecting or approving the selection of  staff;  ensuring compliance with health and safety requirements; planning and directing daily operations; representing and negotiating on behalf of the government, enterprise or organizational unit managed in meetings and other forums.
Occupations in this major group are classified into the following sub-major groups:
11 Chief Executives, Senior Officials and Legislators
12 Administrative and Commercial Managers
13 Production and Specialized Services Managers
14 Hospitality, Retail and Other Services Managers
Notes
In distinguishing between managers classified in Major Group 1: Managers, and supervisors, classified in other major groups, it should be noted that both managers and supervisors may plan, organize, coordinate, control and direct the work done by others.  In addition, managers usually have responsibility for and make decisions about: the overall strategic and operational direction of a business or organizational unit (for example about the kinds, quantity and quality of goods to be produced); budgets (how much money is to be spent and for what purposes); and the selection, appointment and dismissal of staff.  Supervisors may provide advice and assistance to managers on these matters, especially in relation to staff selection and dismissal, but do not have authority to make decisions.
It should be noted that it is not a necessary condition that managers have responsibility for all three of strategic and operational direction, budgets and staff selection and dismissal. The degree of autonomy they exercise may also vary. The critical difference is that supervisors are responsible only for the supervision of the activities of other workers, whereas managers have overall responsibility for the operations of an organizational unit.
",0,0
http://data.europa.eu/esco/isco/C8,Plant and machine operators and assemblers,,"Plant and machine operators and assemblers operate and monitor industrial and agricultural machinery and equipment on the spot or by remote control; drive and operate trains, motor vehicles and mobile machinery and equipment; or assemble products from component parts according to strict specifications and procedures. Competent performance in most occupations in this major group requires skills at the second ISCO skill level.
The work mainly calls for experience with and an understanding of industrial and agricultural machinery and equipment, as well as an ability to cope with machine-paced operations and to adapt to technological innovations.  
Tasks performed by plant and machine operators and assemblers usually  include: operating and monitoring mining or other industrial machinery and equipment for processing metal, minerals, glass, ceramics, wood, paper or  chemicals; operating and monitoring machinery and equipment used to produce articles made of metal,  minerals, chemicals, rubber, plastics, wood, paper, textiles, fur or leather, and which process foodstuffs and related products; driving and operating trains and motor vehicles;  driving, operating and monitoring mobile industrial and agricultural machinery  and equipment; and assembling products from component parts according to strict  specifications and procedures. Supervision of other workers may be included.
Occupations in this major group are classified into the following sub-major groups:
81 Stationary Plant and Machine Operators
82 Assemblers
83 Drivers and Mobile Plant Operators
Note
Operators of machinery that involves automated control of multiple processes or functions are included in Minor Group 313:  Process control technicians.
",0,0
http://data.europa.eu/esco/isco/C2,Professionals,,"Professionals increase the existing stock of knowledge; apply scientific or artistic concepts and theories; teach about the foregoing in a systematic manner; or engage in any combination of these activities. Competent performance in most occupations in this major group requires skills at the fourth ISCO skill level.
Tasks performed by professionals usually include: conducting analysis and  research, and developing concepts, theories and operational methods; advising on or applying existing knowledge related to physical sciences, mathematics, engineering and technology, life sciences, medical and health services, social sciences and humanities; teaching the theory and practice of one or more disciplines at different educational levels; teaching and educating persons with learning difficulties or special needs;  providing various business, legal and social services; creating and performing works of art; providing spiritual guidance; preparing scientific papers and reports. Supervision of other workers may be included.
Occupations in this major group are classified into the following sub-major groups:
21 Science and Engineering Professionals
22 Health Professionals
23 Teaching Professionals
24 Business and Administration Professionals
25 Information and Communications Technology Professionals
26 Legal, Social and Cultural Professionals
",0,0
http://data.europa.eu/esco/isco/C243,"Sales, marketing and public relations professionals",,"Sales, marketing and public relations professionals plan, develop, coordinate and implement programmes of information dissemination to promote organizations, goods and services; and represent companies in selling a range of technical, industrial, medical, pharmaceutical and ICT goods and services.
Tasks performed usually include: commissioning and undertaking market research, analysing the findings and planning advertising, marketing and public relations activities; supporting business growth and development through the preparation and execution of marketing objectives, policies and programmes; planning and organizing publicity campaigns; appraising and selecting material submitted by writers, photographers, illustrators and others to create favourable publicity; acquiring and updating knowledge of employers’ and competitors’ goods and services, and of market conditions; assessing customers’ needs and explaining and demonstrating goods and services to them; visiting regular and prospective client businesses to establish and act on marketing opportunities; quoting and negotiating prices and credit terms, and completing contracts.
Occupations in this minor group are classified into the following unit groups:
2431 Advertising and Marketing Professionals
2432 Public Relations Professionals
2433 Technical and Medical Sales Professionals (excluding ICT)
2434 Information and Communications Technology Sales Professionals
",0,0
http://data.europa.eu/esco/isco/C5,Service and sales workers,,"Services and sales workers provide personal and protective services related to travel, housekeeping, catering, personal care, protection against fire and unlawful acts; or demonstrate and sell goods in wholesale or retail shops and similar establishments, as well as at stalls and on markets.   Competent performance in most occupations in this major group requires skills at the second ISCO skill level.
Tasks performed by services and sales workers usually include: organizing and providing services during travel;  housekeeping; preparing and serving of food and beverages; caring for children;  providing personal and basic health care at homes or in institutions, as well as hairdressing, beauty treatment and companionship; telling fortunes; embalming and arranging funerals; providing security services and protecting individuals and property against fire and unlawful acts; enforcing of law and order;  posing as models for advertising, artistic creation and display of goods;  selling goods in wholesale or retail establishments, as well as at stalls and on markets; and demonstrating goods to potential customers.  Supervision of other workers may be included.
Occupations in this major group are classified into the following sub-major groups:
51 Personal Services Workers
52 Sales Workers
53 Personal Care Workers
54 Protective Services Workers
",0,0
http://data.europa.eu/esco/isco/C6,"Skilled agricultural, forestry and fishery workers",,"Skilled agricultural, forestry and fishery workers grow and harvest field or tree and shrub crops; gather wild fruits and plants; breed, tend or hunt animals; produce a variety of animal husbandry products; cultivate, conserve and exploit forests; breed or catch fish; and cultivate or gather other forms of aquatic life in order to provide food, shelter and income for themselves and their households.  Competent performance in most occupations in this major group requires skills at the second ISCO skill level.
Tasks performed by skilled agricultural, forestry and fishery workers usually include: preparing the soil; sowing, planting, spraying, fertilizing and harvesting field crops; growing fruit and other tree and shrub crops; growing garden vegetables and horticultural products; gathering wild fruits and plants; breeding, raising, tending or hunting animals mainly to obtain meat, milk, hair, fur, skin, or sericultural, apiarian or other products; cultivating, conserving and exploiting forests; breeding or catching fish; cultivating or gathering other forms of aquatic life; storing and carrying out some basic  processing of their produce; selling their products to purchasers, marketing organizations or at markets. Supervision of other workers may be included.
Occupations in this major group are classified into the following sub-major groups:
61 Market-oriented Skilled Agricultural Workers
62 Market-oriented Skilled Forestry, Fishery and Hunting Workers
63 Subsistence Farmers, Fishers, Hunters and Gatherers
",0,0
http://data.europa.eu/esco/isco/C263,Social and religious professionals,,"Social and religious professionals conduct research; improve or develop concepts, theories and operational methods; apply knowledge relating to philosophy, politics, economics, sociology, anthropology, history, psychology and other social sciences; or provide social services to meet the needs of individuals and families in a community.
Tasks performed usually include: formulating and applying solutions to present or projected economic, political or social problems; researching into and analysing past events and activities and tracing the origin and evolution of the human race; studying mental processes and behaviour of individuals and groups; providing social services; preparing scholarly papers and reports.  Supervision of other workers may be included.
Occupations in this minor group are classified into the following unit groups:
2631 Economists
2632 Sociologists, Anthropologists and Related Professionals
2633 Philosophers, Historians and Political Scientists
2634 Psychologists
2635 Social Work and Counselling Professionals
2636 Religious Professionals
",0,0
http://data.europa.eu/esco/isco/C2519,Software and applications developers and analysts not elsewhere classified,,"This unit group covers software and applications developers and analysts not classified elsewhere in Minor Group 251: Software and Applications Developers and Analysts. For instance, the group includes those professionals specializing in quality assurance, including software testing.
In such cases tasks would include -
(a)  developing and documenting software testing plans;
(b)  installing software and hardware and configuring operating system software in preparation for testing;
(c)  verifying that programs function according to user requirements and established guidelines;
(d)  executing, analysing and documenting results of software application tests and information and telecommunication systems tests;
(e)  developing and implementing software and information system testing policies, procedures and scripts.
Examples of the occupations classified here:
- Quality assurance analyst (computers)
- Software tester 
- Systems tester
",0,0
http://data.europa.eu/esco/isco/C2512,Software developers,,"Software developers research, analyse and evaluate requirements for existing or new software applications and operating systems, and design, develop, test and maintain software solutions to meet these requirements.
Tasks include -
(a)  researching, analysing and evaluating requirements for software applications and operating systems;
(b)  researching, designing and developing computer software systems;
(c)  consulting with engineering staff to evaluate interfaces between hardware and software;
(d)  developing and directing software testing and validation procedures;
(e)  modifying existing software to correct errors, to adapt it to new hardware or to upgrade interfaces and improve performance;
(f)  directing software programming and development of documentation;
(g)  assessing, developing, upgrading and documenting maintenance procedures for operating systems, communications environments and applications software;
(h)  consulting with customers concerning maintenance of software systems.
Examples of the occupations classified here:
- Programmer analyst
- Software designer 
- Software developer
- Software engineer
Some related occupations classified elsewhere:
- Applications programmers - 2514
",0,0
http://data.europa.eu/esco/isco/C2522,Systems administrators,,"Systems administrators develop, control, maintain and support the optimal performance and security of information technology systems.
Tasks include -
(a)  maintaining and administering computer networks and related computing environments, including computer hardware, systems software, applications software and all configurations;
(b)  recommending changes to improve systems and network configurations, and determining hardware or software requirements related to such changes;
(c)  diagnosing hardware and software problems;
(d)  performing data backups and disaster recovery operations;
(e)  operating master consoles to monitor the performance of computer systems and networks, and to coordinate computer network access and use.
Examples of the occupations classified here:
- Network administrator
- Systems administrator (computers)
Some related occupations classified elsewhere:
- Database administrator - 2521
- Network analyst - 2523
- Webmaster - 3514
- Website administrator -  3514
- Website technician - 3514
",0,0
http://data.europa.eu/esco/isco/C2511,Systems analysts,,"Systems analysts conduct research, analyse and evaluate client information technology requirements, procedures or problems, and develop and implement proposals, recommendations, and plans to improve current or future information systems.
Tasks include -
(a)  consulting with users to formulate document requirements and with management to ensure agreement on systems principles;
(b)  identifying and analysing business processes, procedures and work practices;
(c)  identifying and evaluating inefficiencies and recommending optimal business practices and system functionality and behaviour;
(d)  taking responsibility for deploying functional solutions, such as creating, adopting and implementing system test plans;
(e)  developing functional specifications for use by systems developers;
(f)  expanding or modifying systems to improve workflow or serve new purposes;
(g)  coordinating and linking the computer systems within an organization to increase compatibility.
Examples of the occupations classified here: 
- Business analyst (IT)
- Computer scientist
- Information systems analyst
- Systems consultant
- Systems designer (IT)
Some related occupations classified elsewhere:
-  Systems administrator (computers) - 2522
-  Communications analyst (computers) - 2523
-  Network analyst - 2523
",0,0
http://data.europa.eu/esco/isco/C3,Technicians and associate professionals,,"Technicians and associate professionals perform technical and related tasks connected with research and the application of scientific or artistic concepts and operational methods, and government or business regulations.  Competent performance in most occupations in this major group requires skills at the third ISCO skill level.
Tasks performed by technicians and associate professionals usually include: undertaking and carrying out technical work connected with research and the application of concepts and operational methods in the fields of physical sciences including engineering and technology, life sciences including the medical profession, and social sciences and humanities; initiating and carrying out various technical  services related to trade, finance and administration including administration of government laws and regulations, and to social work; providing technical support for the arts and entertainment; participating in sporting activities; executing some religious tasks. Supervision of other workers may be included.
Occupations in this major group are classified into the following sub-major groups:
31 Science and Engineering Associate Professionals
32 Health Associate Professionals 
33 Business and Administration Associate Professionals
34 Legal, Social, Cultural and Related Associate Professionals
35 Information and Communications Technicians
",0,0
http://data.europa.eu/esco/isco/C2513,Web and multimedia developers,,"Web and multimedia development professionals combine design and technical knowledge to research, analyse, evaluate, design, program and modify websites and applications that draw together text, graphics, animations, imaging, audio and video displays and other interactive media.
Tasks include -
(a)  analysing, designing and developing Internet sites by applying a mixture of artistry and creativity with software programming and scripting languages and interfacing with operating environments;
(b)  designing and developing digital animations, imaging, presentations, games, audio and video clips and Internet applications using multimedia software, tools and utilities, interactive graphics and programming languages;
(c)  communicating with network specialists regarding web-related issues such as security and hosting websites, to control and enforce Internet and web server security, space allocation, user access, business continuity, website backup and disaster recovery planning; 
(d)  designing, developing and integrating computer code with other specialized inputs such as image files, audio files and scripting languages, to produce, maintain and support websites;
(e)  assisting in analysing, specifying and developing Internet strategies, web-based methodologies and development plans.
Examples of the occupations classified here:
- Animation programmer
- Computer games programmer
- Internet developer 
- Multimedia programmer
- Website architect
- Website developer
Some related occupations classified elsewhere:
- Website designer - 2166 
- Webmaster - 3514
- Website administrator - 3514
- Website technician - 3514
",0,0
